ticker_h,CIK,EIN,FY,CEO Names,10-K Total Word Count,LTS Total Word Count,LTS Promo Word Count,LTS Preven Word Count,LTS Promo Words Proportion of LTS Total Word Count,LTS Preven Words Proportion of LTS Total Word Count
LB,701985.0,3-11029810,2016,Leslie H. Wexner,40594,943,82,36,0.08647146300000001,0.037960185
LB,701985.0,3-11029810,2017,Leslie H. Wexner,49240,928,48,61,0.052194948,0.065227523
LB,701985.0,3-11029810,2018,Leslie H. Wexner,30709,993,71,93,0.071652689,0.093651999
LZB,57131.0,3-80751137,2004,Kurt Darrow,47728,991,54,85,0.054088405,0.085744309
LZB,57131.0,3-80751137,2005,Kurt Darrow,27594,1708,94,82,0.055015144,0.047899474000000004
LZB,57131.0,3-80751137,2006,Kurt Darrow,54677,980,64,61,0.065474324,0.062316107999999995
LZB,57131.0,3-80751137,2007,Kurt Darrow,51851,948,45,30,0.047788675999999995,0.031738195
LZB,57131.0,3-80751137,2008,Kurt Darrow,46566,1930,113,60,0.058704982,0.031203481
LZB,57131.0,3-80751137,2009,Andrew Meslow,48827,1027,100,95,0.09717909,0.092853885
LZB,57131.0,3-80751137,2010,Andrew Meslow,41477,1157,144,18,0.12469041199999999,0.015776712
LZB,57131.0,3-80751137,2011,KURT L. DARROW,31992,2493,206,158,0.082792647,0.06317784
LZB,57131.0,3-80751137,2012,KURT L. DARROW,40345,1011,33,54,0.032920688999999996,0.053785132
LZB,57131.0,3-80751137,2013,KURT L. DARROW,25549,1169,150,57,0.127966412,0.048494898
LZB,57131.0,3-80751137,2014,KURT L. DARROW,28315,1192,124,23,0.10418759400000001,0.019188639
LZB,57131.0,3-80751137,2015,KURT L. DARROW,48804,889,69,59,0.077666339,0.066158846
LZB,57131.0,3-80751137,2017,KURT L. DARROW,27848,1078,132,30,0.122764826,0.0278349
LZB,57131.0,3-80751137,2018,KURT L. DARROW,48929,979,82,23,0.0839034,0.023341754
LH,920148.0,1-33757370,2001,Carsten Spohr,40139,761,44,51,0.058445200999999995,0.06722915900000001
LH,920148.0,1-33757370,2002,Carsten Spohr,48070,1025,36,64,0.035143737,0.062340103
LH,920148.0,1-33757370,2003,Thomas P. Mac Mahon,42010,1718,57,30,0.033149862999999995,0.017553564
LH,920148.0,1-33757370,2004,Thomas P. Mac Mahon,28178,1069,49,25,0.045932494000000004,0.023844993999999998
LH,920148.0,1-33757370,2005,Thomas P. Mac Mahon,44009,970,30,92,0.030464467000000002,0.09466020900000001
LH,920148.0,1-33757370,2006,Thomas P. Mac Mahon,53755,960,131,63,0.136036142,0.065681474
LH,920148.0,1-33757370,2007,Thomas P. Mac Mahon,31655,925,134,29,0.144994861,0.031358277000000004
LH,920148.0,1-33757370,2008,Thomas P. Mac Mahon,52414,827,67,69,0.080940575,0.08390736300000001
LH,920148.0,1-33757370,2009,Kerrii B. Anderson,50186,1219,137,58,0.112317375,0.047744014
LH,920148.0,1-33757370,2010,Stephen Anderson,37173,1060,85,65,0.079895625,0.061085783
LH,920148.0,1-33757370,2011,Stephen Anderson,51776,1094,133,64,0.121537472,0.058360054
LH,920148.0,1-33757370,2012,Stephen Anderson,43038,973,93,23,0.09508936300000001,0.023709618999999998
LH,920148.0,1-33757370,2013,Dave King,26564,1741,122,41,0.06998397,0.023632582000000003
LADR,1577670.0,8-00925494,2015,Brian Harris,71484,893,34,62,0.038479565,0.06895743900000001
LADR,1577670.0,8-00925494,2016,Brian Harris,76441,997,40,26,0.039776679,0.025762588
LADR,1577670.0,8-00925494,2017,Brian Harris,71197,989,66,59,0.067192246,0.059594382
LADR,1577670.0,8-00925494,2018,Brian Harris,69226,834,42,45,0.050753817,0.054193839
LADR,1577670.0,8-00925494,2019,Brian Harris,72378,943,46,47,0.048462715,0.04948098
LVS,1300514.0,2-70099920,2005,Michael A. Leven,54205,1032,33,91,0.032441671,0.08833175199999999
LVS,1300514.0,2-70099920,2006,Michael A. Leven,40652,947,64,45,0.067471851,0.047706473
LVS,1300514.0,2-70099920,2007,Michael A. Leven,31240,884,58,49,0.06604054599999999,0.055085429000000005
LVS,1300514.0,2-70099920,2008,Michael A. Leven,52464,980,66,69,0.06719891900000001,0.070854178
LVS,1300514.0,2-70099920,2009,Michael A. Leven,53143,930,42,19,0.04471461400000001,0.019983873
LVS,1300514.0,2-70099920,2010,Michael A. Leven,45249,912,59,31,0.06486002099999999,0.034533852000000004
LVS,1300514.0,2-70099920,2011,Steven C. Jacobs,77147,1055,31,30,0.029616737,0.028677395
LVS,1300514.0,2-70099920,2012,Steven C. Jacobs,25798,803,108,43,0.134966576,0.053224134000000006
LVS,1300514.0,2-70099920,2013,Steven C. Jacobs,51038,1007,68,19,0.067825085,0.019170426
LVS,1300514.0,2-70099920,2014,Richard Suen,51556,1137,131,35,0.115522559,0.031045352999999998
LVS,1300514.0,2-70099920,2015,Steven C. Jacobs,54442,1074,67,60,0.062106848,0.056027043
LVS,1300514.0,2-70099920,2016,Sheldon G. Adelson,50415,1069,83,73,0.077666339,0.068285302
LVS,1300514.0,2-70099920,2017,Sheldon G. Adelson,50815,1029,45,38,0.043850318,0.036653401
LVS,1300514.0,2-70099920,2018,Sheldon G. Adelson,50100,1007,93,46,0.092060759,0.046002235
LVS,1300514.0,2-70099920,2019,Sheldon G. Adelson,44167,872,31,18,0.035410042,0.020161553000000002
LAZ,1311370.0,9-80437848,2005,Bruce Wasserstein,48207,1090,61,32,0.055579268,0.029673697000000002
LAZ,1311370.0,9-80437848,2006,Bruce Wasserstein,37633,989,85,42,0.085732146,0.042596345
LAZ,1311370.0,9-80437848,2007,Bruce Wasserstein,48207,1004,116,66,0.11505657300000001,0.065336017
DW,763744.0,1-33250533,2000,Bruce Wasserstein,27089,835,51,47,0.061392521,0.055897475
DW,763744.0,1-33250533,2001,James P. Gorman,50410,829,63,12,0.076058423,0.01457399
DW,763744.0,1-33250533,2002,James P. Gorman,32407,1033,87,22,0.08425384400000001,0.021756482
DW,763744.0,1-33250533,2003,James P. Gorman,33825,902,66,73,0.073301733,0.081300704
DW,763744.0,1-33250533,2004,James P. Gorman,52091,1065,86,25,0.080334883,0.023406213999999998
DW,763744.0,1-33250533,2005,James P. Gorman,35153,1099,43,22,0.038893081,0.020097785
DW,763744.0,1-33250533,2006,James P. Gorman,49965,1054,76,43,0.071767952,0.040594871
DW,763744.0,1-33250533,2007,James P. Gorman,27677,1283,167,21,0.130386445,0.016627914
DW,763744.0,1-33250533,2008,Edward W. ( Rusty ) Rose,29120,1341,64,113,0.047439416,0.08390736300000001
DW,763744.0,1-33250533,2009,Edward W. ( Rusty ) Rose,31289,1414,71,129,0.050168357000000004,0.09152673900000001
DW,763744.0,1-33250533,2010,Edward W. ( Rusty ) Rose,27911,1117,97,44,0.08653708800000001,0.039051952
DW,763744.0,1-33250533,2015,James F. Gero,46982,1953,194,113,0.09915888,0.057749727
LCII,763744.0,1-33250533,2012,James F. Gero,28873,1539,47,102,0.030370587,0.066370684
LCII,763744.0,1-33250533,2016,Brendan J. Deely,52289,2277,144,47,0.063057081,0.020489112
LCII,763744.0,1-33250533,2017,James F. Gero,47960,1893,145,31,0.07658154,0.016504835
LCII,763744.0,1-33250533,2018,Brian M. Hall,30011,1555,78,134,0.050066235,0.086058936
LCII,763744.0,1-33250533,2019,Brian M. Hall,51276,774,50,22,0.064790213,0.028286471
LEA,842162.0,1-33386776,2005,2Robert E. Rossiter,40421,1079,55,35,0.051245335999999996,0.032768579
LEA,842162.0,1-33386776,2006,2Robert E. Rossiter,36246,1899,242,183,0.127177351,0.09646299800000001
LEA,842162.0,1-33386776,2007,2Robert E. Rossiter,40392,983,63,86,0.064330673,0.08739392
LEA,842162.0,1-33386776,2008,2Robert E. Rossiter,35564,942,70,64,0.074070775,0.067483733
LEA,842162.0,1-33386776,2009,2Robert E. Rossiter,45586,994,48,19,0.048713888,0.019563073
LEA,842162.0,1-33386776,2010,Brenda Czajka Barnes,39530,941,40,44,0.042019598,0.046482117999999996
LEA,842162.0,1-33386776,2011,Brenda Czajka Barnes,48094,1001,115,49,0.11505657300000001,0.048692257
LEA,842162.0,1-33386776,2012,Brenda Czajka Barnes,41176,961,141,84,0.146570329,0.08713401900000001
LEA,842162.0,1-33386776,2013,Henry D. G. WallaceNon,42503,755,44,11,0.05810295,0.014600685
LEA,842162.0,1-33386776,2014,Henry D. G. WallaceNon,42851,969,41,22,0.042128843,0.023205437000000002
LEA,842162.0,1-33386776,2015,Henry D. G. WallaceNon,44206,922,71,48,0.076961667,0.051571947
LEA,842162.0,1-33386776,2016,Henry D. G. WallaceNon,57672,783,49,49,0.062106848,0.062321033
LEA,842162.0,1-33386776,2017,Henry D. G. WallaceNon,42875,902,101,60,0.111568758,0.066652606
LEE,58361.0,4-20823980,1999,Bill Lee,44913,1117,52,56,0.04698323,0.050136481
LEE,58361.0,4-20823980,2000,Bill Lee,41326,902,134,23,0.148108982,0.024985167000000003
LEE,58361.0,4-20823980,2001,Bill Lee,54716,941,96,64,0.102067887,0.06765858599999999
LEE,58361.0,4-20823980,2002,Bill Lee,41810,1086,76,24,0.07039825400000001,0.021663479
LEE,58361.0,4-20823980,2003,Bill Lee,47503,860,25,17,0.028918238,0.020106633
LEE,58361.0,4-20823980,2004,Bill Lee,51269,1025,44,48,0.043113109000000004,0.046344029
LEE,58361.0,4-20823980,2005,Bill Lee,38754,939,106,25,0.11294945699999999,0.026363695
LEE,58361.0,4-20823980,2006,Bill Lee,30751,962,92,95,0.095339639,0.09906298300000001
LEE,58361.0,4-20823980,2007,Bill Lee,45288,1113,100,65,0.08971374800000001,0.058796735
LM,704051.0,5-21200960,2006,Joseph A. Sullivan,30113,1046,140,16,0.133602533,0.015759874
LM,704051.0,5-21200960,2007,Joseph A. Sullivan,28284,1138,139,28,0.122541465,0.024290928
LM,704051.0,5-21200960,2008,Joseph A. Sullivan,30609,1017,37,79,0.035915816,0.077610313
LM,704051.0,5-21200960,2009,Joseph A. Sullivan,32990,948,83,51,0.087879267,0.053407443
LM,704051.0,5-21200960,2010,Joseph A. Sullivan,33991,953,52,14,0.05503451400000001,0.015045121000000002
LM,704051.0,5-21200960,2012,Joseph A. Sullivan,31435,988,89,62,0.090071125,0.062817176
LM,704051.0,5-21200960,2013,Joseph A. Sullivan,34772,884,58,71,0.06574732,0.08018209
LM,704051.0,5-21200960,2014,Joseph A. Sullivan,35487,902,105,28,0.11614674900000001,0.030630513999999998
LM,704051.0,5-21200960,2015,Joseph A. Sullivan,36839,789,86,24,0.108678114,0.030492296000000002
LM,704051.0,5-21200960,2016,Joseph A. Sullivan,51610,791,77,19,0.09738121300000001,0.024319032
LM,704051.0,5-21200960,2017,Joseph A. Sullivan,42377,1085,93,71,0.08528745800000001,0.06588430099999999
LM,704051.0,5-21200960,2019,Joseph A. Sullivan,51001,970,107,44,0.10996614800000001,0.045855455999999996
LDOS,1336920.0,2-03562868,2014,Joseph A. Sullivan,53255,934,89,15,0.095014795,0.015644438
LDOS,1336920.0,2-03562868,2015,Joseph A. Sullivan,43723,990,54,37,0.05432491,0.037405083
LDOS,1336920.0,2-03562868,2016,Joseph A. Sullivan,44566,881,52,79,0.059271999000000006,0.090123664
LDOS,1336920.0,2-03562868,2017,Joseph A. Sullivan,38888,765,52,16,0.067622177,0.021163192
LDOS,1336920.0,2-03562868,2018,Joseph A. Sullivan,38883,854,75,36,0.08838051599999999,0.042660113
LEN,920760.0,9-54337490,1998,Irving Bolotin,44186,1363,60,107,0.043833267,0.07874563
LEN,920760.0,9-54337490,1999,Stuart Miller,27150,1699,119,27,0.069919711,0.015821473
LEN,920760.0,9-54337490,2000,Stuart Miller,50843,1361,67,43,0.048863442,0.031712255
LEN,920760.0,9-54337490,2001,Stuart Miller,41607,1562,141,33,0.090095816,0.021308534
LEN,920760.0,9-54337490,2002,Stuart Miller,32732,980,55,73,0.055797849000000004,0.074109142
LEN,920760.0,9-54337490,2003,Stuart Miller,52640,848,70,73,0.082063948,0.08603550300000001
LEN,920760.0,9-54337490,2004,Stuart Miller,51471,924,50,73,0.053783089000000006,0.079177688
LEN,920760.0,9-54337490,2005,Stuart Miller,37010,1023,57,40,0.055651378,0.038852627
LEN,920760.0,9-54337490,2006,Stuart Miller,37467,879,88,16,0.10067359199999999,0.018635115
LEN,920760.0,9-54337490,2007,Stuart Miller,52334,971,116,36,0.11982174599999999,0.03657029
LEN,920760.0,9-54337490,2008,Stuart Miller,40701,939,113,65,0.120553245,0.069224627
LEN,920760.0,9-54337490,2009,Stuart Miller,45019,997,50,42,0.050544491,0.042230219000000006
LEN,920760.0,9-54337490,2010,Stuart Miller,52836,958,75,18,0.078160151,0.019272078
LEN,920760.0,9-54337490,2011,Stuart Miller,46314,1165,79,67,0.06795221,0.057923639000000006
LEN,920760.0,9-54337490,2012,Stuart Miller,62611,986,103,65,0.10403138,0.06550462
LEN,920760.0,9-54337490,2013,Stuart Miller,73365,912,61,23,0.06725931,0.02531308
LEN,920760.0,9-54337490,2014,Stuart Miller,58043,885,44,59,0.050168357000000004,0.066957026
LEN,920760.0,9-54337490,2015,Stuart Miller,63473,959,35,89,0.036178054,0.093227304
LEN,920760.0,9-54337490,2017,Stuart Miller,73103,936,104,24,0.11079338,0.025681272999999998
LEN,920760.0,9-54337490,2018,Stuart Miller,74478,1370,90,38,0.065719092,0.027475931000000002
LEN,920760.0,9-54337490,2019,Stuart Miller,73942,1117,61,83,0.054351654000000006,0.07437066
LII,1069202.0,4-20991521,2001,W. Norris,45027,983,72,62,0.073361098,0.063196959
LII,1069202.0,4-20991521,2002,W. Norris,54358,974,92,39,0.09454483,0.040236345
LII,1069202.0,4-20991521,2003,W. Norris,54603,980,104,34,0.10594239300000001,0.035143725
LII,1069202.0,4-20991521,2004,W. Norris,39967,1098,60,33,0.054884471,0.030484795
LII,1069202.0,4-20991521,2005,W. Norris,26661,1046,65,104,0.06212567099999999,0.099581096
LII,1069202.0,4-20991521,2006,W. Norris,42129,774,94,66,0.12124383300000001,0.085246686
LII,1069202.0,4-20991521,2007,Todd M. Bluedorn,34454,930,59,14,0.06335620900000001,0.01502042
LII,1069202.0,4-20991521,2008,Todd M. Bluedorn,32083,778,24,38,0.030465505,0.04852954
LII,1069202.0,4-20991521,2009,Todd M. Bluedorn,52076,961,111,15,0.115406621,0.015216816000000001
LII,1069202.0,4-20991521,2010,Todd M. Bluedorn,28332,1043,171,16,0.163893376,0.015221918999999999
LII,1069202.0,4-20991521,2011,Todd M. Bluedorn,41842,1218,180,31,0.148161566,0.025792736
LII,1069202.0,4-20991521,2012,Todd M. Bluedorn,28990,1215,77,88,0.06374132099999999,0.07253884299999999
LII,1069202.0,4-20991521,2013,Todd M. Bluedorn,27793,1028,95,36,0.092405241,0.034623242
LII,1069202.0,4-20991521,2014,Todd M. Bluedorn,27485,1917,87,117,0.045328477,0.061012607
LII,1069202.0,4-20991521,2015,Todd M. Bluedorn,27355,1655,53,163,0.031947075,0.098596745
LII,1069202.0,4-20991521,2016,Todd M. Bluedorn,27577,1484,173,148,0.116461284,0.09986117300000001
LII,1069202.0,4-20991521,2017,Todd M. Bluedorn,28108,1824,231,128,0.126714066,0.070166886
LII,1069202.0,4-20991521,2018,Todd M. Bluedorn,28198,1783,146,42,0.08190276099999999,0.023449652
LII,1069202.0,4-20991521,2019,Todd M. Bluedorn,27724,1954,238,183,0.121967677,0.093810558
ACY,1090872.0,7-70518772,2008,Martin H. Richenhagen,33373,1158,104,37,0.090137892,0.031579085
ABB,1090872.0,7-70518772,2009,Martin H. Richenhagen,55519,1037,108,57,0.104434107,0.054516583
ABB,1090872.0,7-70518772,2010,Martin H. Richenhagen,51099,1059,122,76,0.115397635,0.071949221
ABB,1090872.0,7-70518772,2011,Martin H. Richenhagen,40168,1058,52,96,0.048681418,0.09084014
ACN,1090872.0,7-70518772,2002,Joe W. Forehand,53616,873,125,20,0.143743628,0.023382721000000002
ACN,1090872.0,7-70518772,2004,William D. Green ,32083,867,37,32,0.043133284,0.036886648
ACN,1090872.0,7-70518772,2005,William D. Green ,42833,1002,101,43,0.100700884,0.042540133
AGCO,1090872.0,7-70518772,2004,Martin H. Richenhagen,28839,1009,79,15,0.078329635,0.014773422
AGCO,1090872.0,7-70518772,2018,Martin H. Richenhagen,25899,765,60,50,0.07854759,0.064966133
AIN,1090872.0,7-70518772,2016,A. William Higgins,38231,1257,60,77,0.047457857,0.06161333
AJRD,1090872.0,7-70518772,2016,Eileen Drake,42585,894,46,61,0.051708385,0.068785192
AJRD,1090872.0,7-70518772,2017,Eileen Drake,50145,1069,38,103,0.035512352999999997,0.09601807300000001
AJRD,1090872.0,7-70518772,2018,Eileen Drake,37330,909,88,74,0.097027791,0.08157818900000001
AMG,1090872.0,7-70518772,1997,Sean M. Heakey,36515,957,52,74,0.05395199,0.077350236
AMG,1090872.0,7-70518772,2000,J C. Horgen ,43120,1068,82,70,0.076532837,0.065191817
AMG,1090872.0,7-70518772,2002,J C. Horgen ,50671,879,55,45,0.062340988,0.051533907999999996
AMG,1090872.0,7-70518772,2006,Nathaniel Dalton,34520,985,106,43,0.107806126,0.044041114000000006
APD,1090872.0,7-70518772,2009,Sean M. Heakey,77407,804,113,19,0.14062825199999998,0.023434418
APD,1090872.0,7-70518772,2010,Sean M. Heakey,76036,1063,38,50,0.03577819,0.046820022999999995
APD,1090872.0,7-70518772,2011,Sean M. Heakey,64825,895,97,28,0.108161825,0.031129308999999997
APD,1090872.0,7-70518772,2012,Sean M. Heakey,49295,872,72,52,0.082939603,0.059994745
LXP,910108.0,1-33717318,2004,T. WILSON,49172,1716,125,107,0.072575675,0.06240967
LXP,910108.0,1-33717318,2005,T. WILSON,27541,1306,105,54,0.08003455400000001,0.041089008999999996
LXP,910108.0,1-33717318,2006,T. WILSON,37232,1766,268,65,0.15192783699999998,0.036818473
LXP,910108.0,1-33717318,2007,T. WILSON,50166,829,24,57,0.029388914,0.06817421900000001
LXP,910108.0,1-33717318,2008,T. WILSON,45066,898,108,22,0.120117775,0.024982642000000003
LXP,910108.0,1-33717318,2009,T. WILSON,41963,861,105,29,0.12241881800000001,0.033547311
LXP,910108.0,1-33717318,2011,T. WILSON,37030,899,148,76,0.164443004,0.085080918
LXP,910108.0,1-33717318,2012,T. WILSON,36673,925,69,64,0.074426305,0.06930699
LXP,910108.0,1-33717318,2013,T. WILSON,35487,971,51,27,0.052712404000000004,0.027943454
LXP,910108.0,1-33717318,2014,T. WILSON,35512,969,152,42,0.157313357,0.043391232
LXP,910108.0,1-33717318,2015,T. WILSON,49273,1095,91,37,0.08302109,0.033640069
LXP,910108.0,1-33717318,2016,T. WILSON,48183,1491,76,57,0.050667619000000004,0.038526015
LXP,910108.0,1-33717318,2017,T. WILSON,46931,1045,107,75,0.102329194,0.071307338
LXP,910108.0,1-33717318,2018,T. WILSON,51918,1100,41,60,0.037340438,0.054900544
LBY,902274.0,3-41559357,2007,Richard Reynolds,46235,1119,60,52,0.053492724000000005,0.046482117999999996
LBY,902274.0,3-41559357,2008,Richard Reynolds,53275,1131,62,45,0.055169077000000004,0.039695186
LBY,902274.0,3-41559357,2010,Richard Reynolds,48094,1047,76,17,0.07231599799999999,0.016472411
LBY,902274.0,3-41559357,2012,Richard Reynolds,52374,1027,36,24,0.034992842,0.022909715
LBY,902274.0,3-41559357,2013,Kenneth A. Boerger,51699,1015,144,16,0.142273727,0.015942684
LBY,902274.0,3-41559357,2014,Stephanie A. Streeter,55599,1069,120,63,0.11220429400000001,0.059313737000000005
LBY,902274.0,3-41559357,2015,William A. Foley,54911,965,76,89,0.07874697,0.092007626
LBY,902274.0,3-41559357,2017,William A. Foley,47936,1083,107,87,0.098844424,0.079994839
LBY,902274.0,3-41559357,2018,William A. Foley,32217,1244,175,40,0.140397986,0.031994307
LBY,902274.0,3-41559357,2019,Michael Bauer,32529,1133,75,47,0.06584327799999999,0.041612055
SSS,944314.0,16-1194043,2004,Jeff Saffire,49133,906,34,27,0.037005336,0.03017392
SSS,944314.0,16-1194044,2005,Jeff Saffire,49426,1071,62,78,0.05827906099999999,0.07304559599999999
SSS,944314.0,16-1194045,2006,Jeff Saffire,25768,1092,127,79,0.11614674900000001,0.072076378
SSS,944314.0,16-1194046,2007,Jeff Saffire,35945,1066,37,37,0.034255151,0.034899225
SSS,944314.0,16-1194047,2008,Jeff Saffire,35153,1026,38,66,0.037162107,0.064368461
SSS,944314.0,16-1194048,2009,Jeff Saffire,53924,1125,134,110,0.119164799,0.097519379
SSS,944314.0,16-1194049,2010,Jeff Saffire,57373,1011,54,53,0.05327773400000001,0.052598091
SSS,944314.0,16-1194050,2011,Jeff Saffire,67710,964,52,54,0.054382138,0.05552249099999999
SSS,944314.0,16-1194051,2012,David L. Rogers,54603,853,52,55,0.061501752,0.064299342
SSS,944314.0,16-1194052,2013,David L. Rogers,67150,966,66,29,0.068487824,0.030525862
SSS,944314.0,16-1194053,2014,David L. Rogers,41604,1145,72,33,0.06254520599999999,0.028924033
LECO,59527.0,3-40359955,2011,John C. Lincoln,52143,1325,50,123,0.037906976,0.092912867
LECO,59527.0,3-40359955,2012,Christopher L. Mapes,28907,2234,136,91,0.061068409000000004,0.040656227999999996
LECO,59527.0,3-40359955,2013,Mapeswas,26396,1007,84,80,0.083907132,0.078954729
LECO,59527.0,3-40359955,2014,Christopher L. Mapes,26955,1754,291,41,0.165695932,0.023483517000000002
LECO,59527.0,3-40359955,2015,Christopher L. Mapes,26842,1214,62,56,0.051082275,0.045979132
LECO,59527.0,3-40359955,2016,Christopher L. Mapes,26497,1657,201,58,0.12148215300000001,0.035117054
LECO,59527.0,3-40359955,2017,Christopher L. Mapes,44324,1720,72,51,0.042041505,0.029863214
LECO,59527.0,3-40359955,2018,Christopher L. Mapes,26437,997,45,93,0.044927372,0.093448451
LECO,59527.0,3-40359955,2019,Christopher L. Mapes,48395,978,41,60,0.042106842,0.061365532
LNC,59558.0,3-51140070,2002,Jon Boscia,39455,1100,115,23,0.104987587,0.020731598
LNC,59558.0,3-51140070,2005,Jon Boscia,64843,969,108,76,0.11110536,0.07838051
LNC,59558.0,3-51140070,2006,Jon Boscia,78925,1117,122,76,0.10891181,0.068306387
LNC,59558.0,3-51140070,2007,Jon Boscia,78601,1745,291,167,0.166634952,0.09552709300000001
LNC,59558.0,3-51140070,2008,Dennis R. Glass,62080,2297,120,44,0.052163892,0.019013517
LNC,59558.0,3-51140070,2009,Dennis R. Glass,59230,1148,46,31,0.040040242999999996,0.027380355
LNC,59558.0,3-51140070,2010,Dennis R. Glass,77520,1880,172,55,0.09168776599999999,0.029293448
LNC,59558.0,3-51140070,2011,Dennis R. Glass,61696,1989,280,47,0.140901697,0.023514265
LNC,59558.0,3-51140070,2012,Dennis R. Glass,59141,1822,113,87,0.06229099900000001,0.047745986
LNC,59558.0,3-51140070,2013,Dennis R. Glass,70782,1477,152,112,0.102711248,0.075887606
LNC,59558.0,3-51140070,2014,Myron E. (Mike) Ullman,64525,1379,49,115,0.03577819,0.083053655
LNC,59558.0,3-51140070,2015,Myron E. (Mike) Ullman,79760,1583,157,80,0.098996481,0.05069723
LNC,59558.0,3-51140070,2016,William ( Billy ) Porter Payne,68656,1485,48,145,0.03204654,0.097497741
LNC,59558.0,3-51140070,2017,DENNIS R. GLASS,75887,1330,54,48,0.040291514,0.036418894
LNC,59558.0,3-51140070,2018,DENNIS R. GLASS,56500,1255,36,107,0.029046041,0.08550131400000001
LNN,836157.0,4-70554096,2003,Michael N. Christodolou,26863,1031,123,32,0.11887106800000001,0.031484297
LNN,836157.0,4-70554096,2004,Michael N. Christodolou,53848,968,46,21,0.047256458,0.021505846000000002
LNN,836157.0,4-70554096,2005,Michael N. Christodolou,49153,1052,113,94,0.10782591,0.089405076
LNN,836157.0,4-70554096,2006,Michael N. Christodolou,49278,947,88,56,0.092712158,0.058987272
LNN,836157.0,4-70554096,2007,Michael N. Christodolou,44842,2212,132,55,0.059734967,0.024786423999999998
LNN,836157.0,4-70554096,2008,Michael N. Christodolou,47236,1008,130,16,0.129010656,0.016192763
LNN,836157.0,4-70554096,2009,Michael N. Christodolou,43950,1222,91,38,0.074416384,0.031496183
LNN,836157.0,4-70554096,2010,Michael N. Christodolou,26333,976,93,30,0.095025074,0.03082065
LNN,836157.0,4-70554096,2011,Michael N. Christodolou,42376,924,69,14,0.074909215,0.014942493000000001
LNN,836157.0,4-70554096,2012,Richard W. Parod,49308,1081,44,56,0.040884383999999996,0.051832116
LNN,836157.0,4-70554096,2013,Richard W. Parod,46132,1039,62,33,0.05923356,0.031797782999999996
LNN,836157.0,4-70554096,2014,Richard W. Parod,25174,912,59,44,0.064221641,0.048249892999999995
LNN,836157.0,4-70554096,2015,Tim Hassinger,42115,965,52,14,0.053808049000000004,0.014687116000000002
LNN,836157.0,4-70554096,2016,Tim Hassinger,39667,934,56,22,0.060013888,0.023268874
LNN,836157.0,4-70554096,2017,Tim Hassinger,26094,1249,41,21,0.032929159,0.016504835
LNN,836157.0,4-70554096,2018,Tim Hassinger,45198,927,124,20,0.134124984,0.021818305
LAD,1023128.0,9-30572810,2003,Sidney B. DeBoer,43857,1898,192,74,0.101269946,0.038909222
LAD,1023128.0,9-30572810,2004,Sidney B. DeBoer,36137,1432,116,61,0.08091079799999999,0.042590375
LAD,1023128.0,9-30572810,2005,Sidney B. DeBoer,27692,816,88,63,0.10750636699999999,0.077469816
LAD,1023128.0,9-30572810,2006,Sidney B. DeBoer,26633,895,82,89,0.091239087,0.09972325800000001
LAD,1023128.0,9-30572810,2007,Sidney B. DeBoer,33407,1022,97,29,0.095168844,0.028371453999999997
LYV,1335258.0,2-03247759,2005,Michael Rapino,36877,1225,71,63,0.058263047000000005,0.051415065
LYV,1335258.0,2-03247759,2006,Michael Rapino,45379,1144,95,38,0.083391015,0.032973538
LYV,1335258.0,2-03247759,2007,Michael Rapino,46925,937,74,54,0.078597537,0.057541382
LYV,1335258.0,2-03247759,2008,Michael Rapino,44033,970,95,48,0.09779609,0.049357637999999995
LYV,1335258.0,2-03247759,2013,Michael Rapino,46250,971,112,35,0.115659039,0.036416372999999995
LYV,1335258.0,2-03247759,2014,Michael Rapino,40731,1056,59,82,0.055421318,0.07794543400000001
LYV,1335258.0,2-03247759,2015,Michael Rapino,40707,932,30,32,0.032441671,0.034710484
LYV,1335258.0,2-03247759,2016,Michael Rapino,36327,967,45,63,0.04631543900000001,0.06511135400000001
LYV,1335258.0,2-03247759,2017,Michael Rapino,40014,943,86,49,0.091386509,0.051662072999999996
LYV,1335258.0,2-03247759,2018,Michael Rapino,37555,1003,37,88,0.03694512,0.08732261599999999
LMT,936468.0,5-21893632,1995,Daniel M. Tellep,30960,1521,126,99,0.08259139900000001,0.065155869
LMT,936468.0,5-21893632,1996,Vance D. Coffman,44683,2179,150,94,0.068827334,0.043180975999999996
LMT,936468.0,5-21893632,1997,Norman R. Augustine,45711,884,115,79,0.13010975800000002,0.089185689
LMT,936468.0,5-21893632,1998,Norman R. Augustine,26780,915,91,32,0.099267065,0.035362767999999996
LMT,936468.0,5-21893632,1999,John V. Sponyoe,48864,1330,80,78,0.060430858,0.058555394000000004
LMT,936468.0,5-21893632,2000,TeamworkFrom,35912,995,96,34,0.096400205,0.034391799
LMT,936468.0,5-21893632,2001,Vance D.Coffman,47894,998,63,71,0.062918068,0.071640695
LMT,936468.0,5-21893632,2002,Vance D.Coffman,49610,994,69,46,0.069753176,0.045818513
LMT,936468.0,5-21893632,2003,Vance D.Coffman,35848,936,44,28,0.046479778,0.02972132
LMT,936468.0,5-21893632,2004,Vance D.Coffman,53178,993,39,73,0.039585282,0.07352185
LMT,936468.0,5-21893632,2005,Robert J. Stevens,48616,866,74,25,0.085443542,0.029056416
